1698298913864|1|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|drop table if exists category CASCADE |drop table if exists category CASCADE 
1698298913886|1|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|alter table order_item add constraint FKija6hjjiit8dprnmvtvgdp6ru foreign key (item_id) references item|alter table order_item add constraint FKija6hjjiit8dprnmvtvgdp6ru foreign key (item_id) references item
1698298913887|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|alter table order_item add constraint FKt4dc2r9nbvbujrljv3e23iibt foreign key (order_id) references orders|alter table order_item add constraint FKt4dc2r9nbvbujrljv3e23iibt foreign key (order_id) references orders
1698298913888|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|alter table orders add constraint FKtkrur7wg4d8ax0pwgo0vmy20c foreign key (delivery_id) references delivery|alter table orders add constraint FKtkrur7wg4d8ax0pwgo0vmy20c foreign key (delivery_id) references delivery
1698298913889|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|alter table orders add constraint FKpktxwhj3x9m4gth5ff6bkqgeb foreign key (member_id) references member|alter table orders add constraint FKpktxwhj3x9m4gth5ff6bkqgeb foreign key (member_id) references member
1698298919749|6|statement|connection 4|url jdbc:h2:tcp://localhost/~/jpashop|select member0_.member_id as member_i1_4_, member0_.city as city2_4_, member0_.street as street3_4_, member0_.zipcode as zipcode4_4_, member0_.name as name5_4_ from member member0_ where member0_.name=?|select member0_.member_id as member_i1_4_, member0_.city as city2_4_, member0_.street as street3_4_, member0_.zipcode as zipcode4_4_, member0_.name as name5_4_ from member member0_ where member0_.name='hello'
1698298919758|1|statement|connection 4|url jdbc:h2:tcp://localhost/~/jpashop|call next value for hibernate_sequence|call next value for hibernate_sequence
1698298919796|0|statement|connection 4|url jdbc:h2:tcp://localhost/~/jpashop|insert into member (city, street, zipcode, name, member_id) values (?, ?, ?, ?, ?)|insert into member (city, street, zipcode, name, member_id) values (NULL, NULL, NULL, 'hello', 1)
1698298919800|0|commit|connection 4|url jdbc:h2:tcp://localhost/~/jpashop||
1698298946323|0|statement|connection 5|url jdbc:h2:tcp://localhost/~/jpashop|select member0_.member_id as member_i1_4_, member0_.city as city2_4_, member0_.street as street3_4_, member0_.zipcode as zipcode4_4_, member0_.name as name5_4_ from member member0_ where member0_.name=?|select member0_.member_id as member_i1_4_, member0_.city as city2_4_, member0_.street as street3_4_, member0_.zipcode as zipcode4_4_, member0_.name as name5_4_ from member member0_ where member0_.name=NULL
1698298946323|0|statement|connection 5|url jdbc:h2:tcp://localhost/~/jpashop|call next value for hibernate_sequence|call next value for hibernate_sequence
1698298946324|0|statement|connection 5|url jdbc:h2:tcp://localhost/~/jpashop|insert into member (city, street, zipcode, name, member_id) values (?, ?, ?, ?, ?)|insert into member (city, street, zipcode, name, member_id) values (NULL, NULL, NULL, NULL, 2)
1698298946324|0|commit|connection 5|url jdbc:h2:tcp://localhost/~/jpashop||
1698298996254|1|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|drop table if exists category CASCADE |drop table if exists category CASCADE 
1698298996256|0|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|drop table if exists category_id CASCADE |drop table if exists category_id CASCADE 
1698298996256|0|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|drop table if exists delivery CASCADE |drop table if exists delivery CASCADE 
1698298996257|0|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|drop table if exists item CASCADE |drop table if exists item CASCADE 
1698298996259|0|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|drop table if exists member CASCADE |drop table if exists member CASCADE 
1698298996260|0|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|drop table if exists order_item CASCADE |drop table if exists order_item CASCADE 
1698298996261|0|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|drop table if exists orders CASCADE |drop table if exists orders CASCADE 
1698298996261|0|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|drop sequence if exists hibernate_sequence|drop sequence if exists hibernate_sequence
1698298996264|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|create sequence hibernate_sequence start with 1 increment by 1|create sequence hibernate_sequence start with 1 increment by 1
1698298996265|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|create table category (category_id bigint not null, name varchar(255), parent_id bigint, item_id bigint, primary key (category_id))|create table category (category_id bigint not null, name varchar(255), parent_id bigint, item_id bigint, primary key (category_id))
1698298996265|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|create table category_id (category_id bigint not null, item_id bigint not null)|create table category_id (category_id bigint not null, item_id bigint not null)
1698298996266|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|create table delivery (delivery_id bigint not null, city varchar(255), street varchar(255), zipcode varchar(255), status varchar(255), primary key (delivery_id))|create table delivery (delivery_id bigint not null, city varchar(255), street varchar(255), zipcode varchar(255), status varchar(255), primary key (delivery_id))
1698298996266|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|create table item (dtype varchar(31) not null, item_id bigint not null, name varchar(255), price integer not null, stock_quantity integer not null, artist varchar(255), etc varchar(255), author varchar(255), isbn varchar(255), actor varchar(255), director varchar(255), primary key (item_id))|create table item (dtype varchar(31) not null, item_id bigint not null, name varchar(255), price integer not null, stock_quantity integer not null, artist varchar(255), etc varchar(255), author varchar(255), isbn varchar(255), actor varchar(255), director varchar(255), primary key (item_id))
1698298996267|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|create table member (member_id bigint not null, city varchar(255), street varchar(255), zipcode varchar(255), name varchar(255), primary key (member_id))|create table member (member_id bigint not null, city varchar(255), street varchar(255), zipcode varchar(255), name varchar(255), primary key (member_id))
1698298996268|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|create table order_item (order_item_id bigint not null, count integer not null, order_price integer not null, item_id bigint, order_id bigint, primary key (order_item_id))|create table order_item (order_item_id bigint not null, count integer not null, order_price integer not null, item_id bigint, order_id bigint, primary key (order_item_id))
1698298996269|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|create table orders (order_id bigint not null, order_date timestamp, status varchar(255), delivery_id bigint, member_id bigint, primary key (order_id))|create table orders (order_id bigint not null, order_date timestamp, status varchar(255), delivery_id bigint, member_id bigint, primary key (order_id))
1698298996270|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|alter table category add constraint FK2y94svpmqttx80mshyny85wqr foreign key (parent_id) references category|alter table category add constraint FK2y94svpmqttx80mshyny85wqr foreign key (parent_id) references category
1698298996271|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|alter table category add constraint FKc7ndrbax94ddsrm8x641cvi3g foreign key (item_id) references item|alter table category add constraint FKc7ndrbax94ddsrm8x641cvi3g foreign key (item_id) references item
1698298996272|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|alter table category_id add constraint FKkf3ggl25i81tve7bs4ey3bp9v foreign key (item_id) references item|alter table category_id add constraint FKkf3ggl25i81tve7bs4ey3bp9v foreign key (item_id) references item
1698298996273|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|alter table category_id add constraint FKi0ddb45orw3othgpa27tp0kfk foreign key (category_id) references category|alter table category_id add constraint FKi0ddb45orw3othgpa27tp0kfk foreign key (category_id) references category
1698298996273|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|alter table order_item add constraint FKija6hjjiit8dprnmvtvgdp6ru foreign key (item_id) references item|alter table order_item add constraint FKija6hjjiit8dprnmvtvgdp6ru foreign key (item_id) references item
1698298996274|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|alter table order_item add constraint FKt4dc2r9nbvbujrljv3e23iibt foreign key (order_id) references orders|alter table order_item add constraint FKt4dc2r9nbvbujrljv3e23iibt foreign key (order_id) references orders
1698298996275|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|alter table orders add constraint FKtkrur7wg4d8ax0pwgo0vmy20c foreign key (delivery_id) references delivery|alter table orders add constraint FKtkrur7wg4d8ax0pwgo0vmy20c foreign key (delivery_id) references delivery
1698298996275|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|alter table orders add constraint FKpktxwhj3x9m4gth5ff6bkqgeb foreign key (member_id) references member|alter table orders add constraint FKpktxwhj3x9m4gth5ff6bkqgeb foreign key (member_id) references member
1698299019980|7|statement|connection 4|url jdbc:h2:tcp://localhost/~/jpashop|select member0_.member_id as member_i1_4_, member0_.city as city2_4_, member0_.street as street3_4_, member0_.zipcode as zipcode4_4_, member0_.name as name5_4_ from member member0_ where member0_.name=?|select member0_.member_id as member_i1_4_, member0_.city as city2_4_, member0_.street as street3_4_, member0_.zipcode as zipcode4_4_, member0_.name as name5_4_ from member member0_ where member0_.name='hello'
1698299019987|0|statement|connection 4|url jdbc:h2:tcp://localhost/~/jpashop|call next value for hibernate_sequence|call next value for hibernate_sequence
1698299020018|0|statement|connection 4|url jdbc:h2:tcp://localhost/~/jpashop|insert into member (city, street, zipcode, name, member_id) values (?, ?, ?, ?, ?)|insert into member (city, street, zipcode, name, member_id) values (NULL, NULL, NULL, 'hello', 1)
1698299020021|0|commit|connection 4|url jdbc:h2:tcp://localhost/~/jpashop||
1698299026299|0|statement|connection 5|url jdbc:h2:tcp://localhost/~/jpashop|select member0_.member_id as member_i1_4_, member0_.city as city2_4_, member0_.street as street3_4_, member0_.zipcode as zipcode4_4_, member0_.name as name5_4_ from member member0_ where member0_.name=?|select member0_.member_id as member_i1_4_, member0_.city as city2_4_, member0_.street as street3_4_, member0_.zipcode as zipcode4_4_, member0_.name as name5_4_ from member member0_ where member0_.name='hello'
1698299026318|0|rollback|connection 5|url jdbc:h2:tcp://localhost/~/jpashop||
1698299363253|1|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|drop table if exists category CASCADE |drop table if exists category CASCADE 
1698299363254|0|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|drop table if exists category_id CASCADE |drop table if exists category_id CASCADE 
1698299363255|0|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|drop table if exists delivery CASCADE |drop table if exists delivery CASCADE 
1698299363255|0|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|drop table if exists item CASCADE |drop table if exists item CASCADE 
1698299363256|0|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|drop table if exists member CASCADE |drop table if exists member CASCADE 
1698299363256|0|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|drop table if exists order_item CASCADE |drop table if exists order_item CASCADE 
1698299363257|0|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|drop table if exists orders CASCADE |drop table if exists orders CASCADE 
1698299363257|0|statement|connection 2|url jdbc:h2:tcp://localhost/~/jpashop|drop sequence if exists hibernate_sequence|drop sequence if exists hibernate_sequence
1698299363259|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|create sequence hibernate_sequence start with 1 increment by 1|create sequence hibernate_sequence start with 1 increment by 1
1698299363260|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|create table category (category_id bigint not null, name varchar(255), parent_id bigint, item_id bigint, primary key (category_id))|create table category (category_id bigint not null, name varchar(255), parent_id bigint, item_id bigint, primary key (category_id))
1698299363260|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|create table category_id (category_id bigint not null, item_id bigint not null)|create table category_id (category_id bigint not null, item_id bigint not null)
1698299363261|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|create table delivery (delivery_id bigint not null, city varchar(255), street varchar(255), zipcode varchar(255), status varchar(255), primary key (delivery_id))|create table delivery (delivery_id bigint not null, city varchar(255), street varchar(255), zipcode varchar(255), status varchar(255), primary key (delivery_id))
1698299363261|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|create table item (dtype varchar(31) not null, item_id bigint not null, name varchar(255), price integer not null, stock_quantity integer not null, artist varchar(255), etc varchar(255), author varchar(255), isbn varchar(255), actor varchar(255), director varchar(255), primary key (item_id))|create table item (dtype varchar(31) not null, item_id bigint not null, name varchar(255), price integer not null, stock_quantity integer not null, artist varchar(255), etc varchar(255), author varchar(255), isbn varchar(255), actor varchar(255), director varchar(255), primary key (item_id))
1698299363263|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|create table member (member_id bigint not null, city varchar(255), street varchar(255), zipcode varchar(255), name varchar(255), primary key (member_id))|create table member (member_id bigint not null, city varchar(255), street varchar(255), zipcode varchar(255), name varchar(255), primary key (member_id))
1698299363263|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|create table order_item (order_item_id bigint not null, count integer not null, order_price integer not null, item_id bigint, order_id bigint, primary key (order_item_id))|create table order_item (order_item_id bigint not null, count integer not null, order_price integer not null, item_id bigint, order_id bigint, primary key (order_item_id))
1698299363264|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|create table orders (order_id bigint not null, order_date timestamp, status varchar(255), delivery_id bigint, member_id bigint, primary key (order_id))|create table orders (order_id bigint not null, order_date timestamp, status varchar(255), delivery_id bigint, member_id bigint, primary key (order_id))
1698299363265|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|alter table category add constraint FK2y94svpmqttx80mshyny85wqr foreign key (parent_id) references category|alter table category add constraint FK2y94svpmqttx80mshyny85wqr foreign key (parent_id) references category
1698299363266|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|alter table category add constraint FKc7ndrbax94ddsrm8x641cvi3g foreign key (item_id) references item|alter table category add constraint FKc7ndrbax94ddsrm8x641cvi3g foreign key (item_id) references item
1698299363267|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|alter table category_id add constraint FKkf3ggl25i81tve7bs4ey3bp9v foreign key (item_id) references item|alter table category_id add constraint FKkf3ggl25i81tve7bs4ey3bp9v foreign key (item_id) references item
1698299363267|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|alter table category_id add constraint FKi0ddb45orw3othgpa27tp0kfk foreign key (category_id) references category|alter table category_id add constraint FKi0ddb45orw3othgpa27tp0kfk foreign key (category_id) references category
1698299363268|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|alter table order_item add constraint FKija6hjjiit8dprnmvtvgdp6ru foreign key (item_id) references item|alter table order_item add constraint FKija6hjjiit8dprnmvtvgdp6ru foreign key (item_id) references item
1698299363269|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|alter table order_item add constraint FKt4dc2r9nbvbujrljv3e23iibt foreign key (order_id) references orders|alter table order_item add constraint FKt4dc2r9nbvbujrljv3e23iibt foreign key (order_id) references orders
1698299363270|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|alter table orders add constraint FKtkrur7wg4d8ax0pwgo0vmy20c foreign key (delivery_id) references delivery|alter table orders add constraint FKtkrur7wg4d8ax0pwgo0vmy20c foreign key (delivery_id) references delivery
1698299363270|0|statement|connection 3|url jdbc:h2:tcp://localhost/~/jpashop|alter table orders add constraint FKpktxwhj3x9m4gth5ff6bkqgeb foreign key (member_id) references member|alter table orders add constraint FKpktxwhj3x9m4gth5ff6bkqgeb foreign key (member_id) references member
1698299366314|5|statement|connection 4|url jdbc:h2:tcp://localhost/~/jpashop|select member0_.member_id as member_i1_4_, member0_.city as city2_4_, member0_.street as street3_4_, member0_.zipcode as zipcode4_4_, member0_.name as name5_4_ from member member0_ where member0_.name=?|select member0_.member_id as member_i1_4_, member0_.city as city2_4_, member0_.street as street3_4_, member0_.zipcode as zipcode4_4_, member0_.name as name5_4_ from member member0_ where member0_.name='hello'
1698299366323|0|statement|connection 4|url jdbc:h2:tcp://localhost/~/jpashop|call next value for hibernate_sequence|call next value for hibernate_sequence
1698299366356|0|statement|connection 4|url jdbc:h2:tcp://localhost/~/jpashop|insert into member (city, street, zipcode, name, member_id) values (?, ?, ?, ?, ?)|insert into member (city, street, zipcode, name, member_id) values (NULL, NULL, NULL, 'hello', 1)
1698299366360|0|commit|connection 4|url jdbc:h2:tcp://localhost/~/jpashop||
1698299846360|0|statement|connection 7|url jdbc:h2:tcp://localhost/~/jpashop|drop table if exists category CASCADE |drop table if exists category CASCADE 
1698299846361|0|statement|connection 7|url jdbc:h2:tcp://localhost/~/jpashop|drop table if exists category_id CASCADE |drop table if exists category_id CASCADE 
1698299846362|1|statement|connection 7|url jdbc:h2:tcp://localhost/~/jpashop|drop table if exists delivery CASCADE |drop table if exists delivery CASCADE 
1698299846363|0|statement|connection 7|url jdbc:h2:tcp://localhost/~/jpashop|drop table if exists item CASCADE |drop table if exists item CASCADE 
1698299846363|0|statement|connection 7|url jdbc:h2:tcp://localhost/~/jpashop|drop table if exists member CASCADE |drop table if exists member CASCADE 
1698299846364|0|statement|connection 7|url jdbc:h2:tcp://localhost/~/jpashop|drop table if exists order_item CASCADE |drop table if exists order_item CASCADE 
1698299846365|0|statement|connection 7|url jdbc:h2:tcp://localhost/~/jpashop|drop table if exists orders CASCADE |drop table if exists orders CASCADE 
1698299846365|0|statement|connection 7|url jdbc:h2:tcp://localhost/~/jpashop|drop sequence if exists hibernate_sequence|drop sequence if exists hibernate_sequence
1698299846366|0|statement|connection 8|url jdbc:h2:tcp://localhost/~/jpashop|create sequence hibernate_sequence start with 1 increment by 1|create sequence hibernate_sequence start with 1 increment by 1
1698299846367|0|statement|connection 8|url jdbc:h2:tcp://localhost/~/jpashop|create table category (category_id bigint not null, name varchar(255), parent_id bigint, item_id bigint, primary key (category_id))|create table category (category_id bigint not null, name varchar(255), parent_id bigint, item_id bigint, primary key (category_id))
1698299846367|0|statement|connection 8|url jdbc:h2:tcp://localhost/~/jpashop|create table category_id (category_id bigint not null, item_id bigint not null)|create table category_id (category_id bigint not null, item_id bigint not null)
1698299846368|0|statement|connection 8|url jdbc:h2:tcp://localhost/~/jpashop|create table delivery (delivery_id bigint not null, city varchar(255), street varchar(255), zipcode varchar(255), status varchar(255), primary key (delivery_id))|create table delivery (delivery_id bigint not null, city varchar(255), street varchar(255), zipcode varchar(255), status varchar(255), primary key (delivery_id))
1698299846368|0|statement|connection 8|url jdbc:h2:tcp://localhost/~/jpashop|create table item (dtype varchar(31) not null, item_id bigint not null, name varchar(255), price integer not null, stock_quantity integer not null, artist varchar(255), etc varchar(255), author varchar(255), isbn varchar(255), actor varchar(255), director varchar(255), primary key (item_id))|create table item (dtype varchar(31) not null, item_id bigint not null, name varchar(255), price integer not null, stock_quantity integer not null, artist varchar(255), etc varchar(255), author varchar(255), isbn varchar(255), actor varchar(255), director varchar(255), primary key (item_id))
1698299846369|0|statement|connection 8|url jdbc:h2:tcp://localhost/~/jpashop|create table member (member_id bigint not null, city varchar(255), street varchar(255), zipcode varchar(255), name varchar(255), primary key (member_id))|create table member (member_id bigint not null, city varchar(255), street varchar(255), zipcode varchar(255), name varchar(255), primary key (member_id))
1698299846370|0|statement|connection 8|url jdbc:h2:tcp://localhost/~/jpashop|create table order_item (order_item_id bigint not null, count integer not null, order_price integer not null, item_id bigint, order_id bigint, primary key (order_item_id))|create table order_item (order_item_id bigint not null, count integer not null, order_price integer not null, item_id bigint, order_id bigint, primary key (order_item_id))
1698299846371|0|statement|connection 8|url jdbc:h2:tcp://localhost/~/jpashop|create table orders (order_id bigint not null, order_date timestamp, status varchar(255), delivery_id bigint, member_id bigint, primary key (order_id))|create table orders (order_id bigint not null, order_date timestamp, status varchar(255), delivery_id bigint, member_id bigint, primary key (order_id))
1698299846372|1|statement|connection 8|url jdbc:h2:tcp://localhost/~/jpashop|alter table category add constraint FK2y94svpmqttx80mshyny85wqr foreign key (parent_id) references category|alter table category add constraint FK2y94svpmqttx80mshyny85wqr foreign key (parent_id) references category
1698299846373|1|statement|connection 8|url jdbc:h2:tcp://localhost/~/jpashop|alter table category add constraint FKc7ndrbax94ddsrm8x641cvi3g foreign key (item_id) references item|alter table category add constraint FKc7ndrbax94ddsrm8x641cvi3g foreign key (item_id) references item
1698299846374|1|statement|connection 8|url jdbc:h2:tcp://localhost/~/jpashop|alter table category_id add constraint FKkf3ggl25i81tve7bs4ey3bp9v foreign key (item_id) references item|alter table category_id add constraint FKkf3ggl25i81tve7bs4ey3bp9v foreign key (item_id) references item
1698299846376|0|statement|connection 8|url jdbc:h2:tcp://localhost/~/jpashop|alter table category_id add constraint FKi0ddb45orw3othgpa27tp0kfk foreign key (category_id) references category|alter table category_id add constraint FKi0ddb45orw3othgpa27tp0kfk foreign key (category_id) references category
1698299846376|0|statement|connection 8|url jdbc:h2:tcp://localhost/~/jpashop|alter table order_item add constraint FKija6hjjiit8dprnmvtvgdp6ru foreign key (item_id) references item|alter table order_item add constraint FKija6hjjiit8dprnmvtvgdp6ru foreign key (item_id) references item
1698299846378|0|statement|connection 8|url jdbc:h2:tcp://localhost/~/jpashop|alter table order_item add constraint FKt4dc2r9nbvbujrljv3e23iibt foreign key (order_id) references orders|alter table order_item add constraint FKt4dc2r9nbvbujrljv3e23iibt foreign key (order_id) references orders
1698299846379|0|statement|connection 8|url jdbc:h2:tcp://localhost/~/jpashop|alter table orders add constraint FKtkrur7wg4d8ax0pwgo0vmy20c foreign key (delivery_id) references delivery|alter table orders add constraint FKtkrur7wg4d8ax0pwgo0vmy20c foreign key (delivery_id) references delivery
1698299846380|1|statement|connection 8|url jdbc:h2:tcp://localhost/~/jpashop|alter table orders add constraint FKpktxwhj3x9m4gth5ff6bkqgeb foreign key (member_id) references member|alter table orders add constraint FKpktxwhj3x9m4gth5ff6bkqgeb foreign key (member_id) references member
1698299848344|0|statement|connection 11|url jdbc:h2:tcp://localhost/~/jpashop|drop table if exists category CASCADE |drop table if exists category CASCADE 
1698299848345|0|statement|connection 11|url jdbc:h2:tcp://localhost/~/jpashop|drop table if exists category_id CASCADE |drop table if exists category_id CASCADE 
1698299848345|0|statement|connection 11|url jdbc:h2:tcp://localhost/~/jpashop|drop table if exists delivery CASCADE |drop table if exists delivery CASCADE 
1698299848345|0|statement|connection 11|url jdbc:h2:tcp://localhost/~/jpashop|drop table if exists item CASCADE |drop table if exists item CASCADE 
1698299848346|0|statement|connection 11|url jdbc:h2:tcp://localhost/~/jpashop|drop table if exists member CASCADE |drop table if exists member CASCADE 
1698299848346|0|statement|connection 11|url jdbc:h2:tcp://localhost/~/jpashop|drop table if exists order_item CASCADE |drop table if exists order_item CASCADE 
1698299848347|0|statement|connection 11|url jdbc:h2:tcp://localhost/~/jpashop|drop table if exists orders CASCADE |drop table if exists orders CASCADE 
1698299848347|0|statement|connection 11|url jdbc:h2:tcp://localhost/~/jpashop|drop sequence if exists hibernate_sequence|drop sequence if exists hibernate_sequence
1698299848347|0|statement|connection 12|url jdbc:h2:tcp://localhost/~/jpashop|create sequence hibernate_sequence start with 1 increment by 1|create sequence hibernate_sequence start with 1 increment by 1
1698299848348|0|statement|connection 12|url jdbc:h2:tcp://localhost/~/jpashop|create table category (category_id bigint not null, name varchar(255), parent_id bigint, item_id bigint, primary key (category_id))|create table category (category_id bigint not null, name varchar(255), parent_id bigint, item_id bigint, primary key (category_id))
1698299848348|0|statement|connection 12|url jdbc:h2:tcp://localhost/~/jpashop|create table category_id (category_id bigint not null, item_id bigint not null)|create table category_id (category_id bigint not null, item_id bigint not null)
